user_id,goods_id,rating
82672,117,0.3
72491,118,0.3
80782,118,1.4
81753,118,0.3
82672,118,0.3
80782,119,2.8
80782,120,1.1
81753,120,0.3
81004,121,0.3
81753,121,0.8
82569,121,0.3
5013,122,0.3
80782,122,0.3
81054,122,0.3
81753,122,0.3
81054,123,0.6
82397,123,0.3
81054,124,0.6
82397,124,0.3
81004,125,0.3
82397,125,0.3
82397,126,0.3
230,127,0.3
80782,127,0.3
81753,127,0.3
82581,127,0.3
1540,128,0.3
82397,128,1.2
82631,128,0.3
82663,128,0.6
82667,128,0.3
82631,129,0.3
82651,129,0.3
82660,129,2.2
82667,129,0.3
82660,130,0.3
82663,130,0.3
82667,130,0.3
72525,131,0.3
82397,131,0.6
82660,131,0.3
81054,132,0.3
82651,132,0.3
82660,132,2.5
82397,133,0.3
82397,134,2.3
82631,135,0.3
82660,135,0.8
82667,135,0.3
201,136,1.2
80782,136,4.0
81004,136,2.6
82629,137,0.9
82629,138,1.1
82629,139,0.6
81054,140,0.3
81753,141,0.3
82629,141,0.3
201,143,0.6
72525,145,0.3
81054,145,0.3
82397,145,0.3
72525,146,0.3
81054,146,0.6
201,147,0.3
81054,147,0.3
72525,149,0.6
81699,149,0.3
81753,149,0.3
201,150,0.9
82397,151,0.6
80782,152,0.3
81054,154,0.3
1540,155,0.3
72525,155,0.3
81054,155,0.3
4910,156,0.3
81054,156,0.3
81753,156,0.3
82569,156,0.3
82672,156,0.3
81054,157,0.6
82397,158,0.3
201,159,0.3
81753,159,0.3
201,160,0.6
81753,160,0.6
82049,160,3.9
201,161,0.3
81753,161,0.3
81054,162,0.3
82672,162,0.3
81054,163,0.3
82569,163,0.6
81054,164,0.3
82569,164,0.3
66670,166,0.3
82569,166,0.3
201,167,0.3
81753,167,0.6
82681,167,0.3
82569,168,0.6
201,170,0.3
82569,171,0.3
201,172,0.3
82569,172,2.2
201,173,0.3
81753,173,0.3
82569,173,0.3
82723,173,0.3
82569,175,3.6
82569,176,0.3
82569,177,1.1
82723,177,0.3
82866,177,0.3
201,178,0.3
82569,178,0.3
82629,178,0.3
201,179,0.3
66670,179,0.3
81753,179,0.3
82667,179,0.3
82569,180,1.1
82702,180,1.2
201,181,0.3
82569,181,1.4
82049,182,0.6
82866,182,0.3
81699,183,0.3
82049,183,1.1
82569,183,0.3
82626,183,0.6
82686,183,0.3
72618,184,0.3
81753,184,0.3
82049,184,1.1
82569,184,0.3
72525,185,0.3
82569,185,0.3
82644,185,2.9
82717,185,0.6
82723,185,0.3
72525,186,1.4
201,187,0.3
247,187,0.3
82049,187,2.2
82569,187,0.3
82626,187,0.6
81753,188,0.3
82626,188,0.3
66670,189,0.3
72525,189,0.3
82049,189,2.3
82397,190,0.3
82702,191,0.3
82569,192,2.0
201,193,0.6
82569,193,1.1
82569,194,1.1
82656,195,4.0
66670,196,0.3
72618,196,0.6
201,197,0.3
72790,197,2.9
82449,197,0.3
201,198,0.6
72525,198,0.3
72790,198,1.9
80782,198,0.3
82449,198,0.3
215,199,1.4
66670,199,0.3
82626,199,1.1
82692,200,0.3
82049,201,1.4
82692,201,0.3
82699,201,0.6
81753,202,0.3
82049,202,2.3
82692,202,0.3
82699,202,0.3
82049,203,3.2
82626,203,0.3
81753,204,0.3
209,206,0.3
201,207,0.3
80782,208,0.3
82629,208,0.3
81753,209,0.3
82637,209,0.3
247,210,0.3
80782,210,0.3
82637,210,0.3
72525,211,0.3
82644,211,0.3
82629,212,0.3
82702,212,0.3
201,213,2.1
82629,213,0.3
201,214,0.3
82629,214,0.6
201,215,0.3
82629,215,0.3
247,217,0.9
82816,217,0.3
201,218,0.6
81699,218,2.6
82629,219,0.9
82629,220,0.6
82734,220,0.3
208,222,0.3
201,223,1.2
72456,223,1.7
201,224,0.3
208,224,0.3
82865,224,0.3
201,225,0.9
79830,225,0.3
82449,225,0.3
82734,225,0.3
209,226,0.3
11326,226,0.3
81753,226,0.3
208,227,0.3
215,227,0.3
82449,227,0.3
72484,228,1.7
82049,228,0.3
201,229,0.3
208,229,1.1
215,229,0.3
72484,229,0.6
201,230,0.6
209,230,0.3
72484,230,1.4
72525,230,0.3
81753,230,0.3
82449,230,0.3
82629,230,0.3
82816,230,0.3
72525,231,0.3
82049,231,0.6
82449,231,0.3
82644,231,5.0
72799,232,1.9
81699,232,2.4
82449,232,0.3
79830,233,0.3
81753,233,0.3
82397,233,0.3
81753,234,0.3
82449,234,0.3
201,235,3.3
72726,235,0.3
81753,235,1.1
82397,235,0.3
201,236,5.4
208,236,0.3
81699,236,0.3
82637,236,0.3
209,237,0.8
81699,237,0.3
82637,237,3.2
81753,238,0.3
82049,238,0.3
82637,238,0.3
82637,239,1.4
82627,240,0.3
242,241,0.3
68118,241,0.3
82637,241,0.6
343,242,0.3
81687,242,0.3
82637,242,0.3
82731,242,0.3
81753,243,0.9
82049,243,1.1
82637,243,1.1
201,244,2.4
208,244,0.3
81753,244,0.3
82637,244,2.6
201,245,2.1
208,245,0.3
81753,245,0.3
82731,245,0.3
81699,246,0.8
82629,246,0.3
82731,246,0.3
201,247,1.8
82734,248,0.3
82816,248,0.3
230,249,0.3
73941,249,0.3
81699,249,0.3
81753,249,0.3
82049,249,0.3
82728,249,0.3
82731,249,0.3
201,250,0.6
81753,250,0.3
81699,251,0.3
81753,251,0.3
82594,251,0.3
82702,251,0.3
82731,251,0.3
82816,251,0.3
208,252,1.1
230,252,0.3
81699,252,0.3
81746,252,0.3
81753,252,0.3
82049,252,2.0
82731,252,0.3
82776,252,0.3
208,253,0.3
73941,253,0.3
82049,253,0.3
73941,254,0.3
82731,254,2.0
82737,254,0.3
81753,255,0.3
82629,255,0.6
82737,255,0.3
81699,256,0.3
82736,256,0.3
82737,256,0.3
343,257,0.3
3609,257,0.9
82737,257,0.3
201,258,1.5
73941,258,0.3
82594,258,0.3
201,259,1.8
5013,259,0.3
73941,259,0.3
81699,259,0.3
82049,259,0.8
82737,259,1.4
230,260,0.3
3609,260,1.1
73941,260,0.3
81699,260,0.3
82737,260,0.3
81699,261,0.9
230,262,0.6
82728,262,0.3
82737,262,0.3
82739,262,0.6
201,263,0.3
81753,263,0.9
82737,263,0.6
230,264,0.3
81699,264,0.3
81753,264,0.3
201,265,0.9
215,265,2.7
3609,265,1.1
81699,265,0.3
230,266,0.9
230,267,0.3
11326,267,2.1
73941,267,0.6
81835,267,0.3
82749,267,0.3
230,268,0.3
81699,268,0.3
82049,269,2.0
82749,269,0.3
39593,270,0.3
81753,270,0.3
82594,270,0.6
82644,270,0.3
201,271,0.3
215,271,0.3
81753,271,0.3
82594,272,0.3
201,273,0.6
11326,273,0.3
82637,273,0.3
82727,274,2.9
230,275,0.3
39593,275,0.6
82594,275,0.3
82816,275,0.3
230,276,0.6
5013,276,0.3
82637,276,0.9
199,277,0.3
215,277,1.8
81699,277,2.5
82637,277,0.3
230,279,0.3
82049,279,0.3
82637,279,1.4
82728,279,0.3
82757,279,0.3
199,280,0.6
200,280,0.3
11326,280,0.3
82049,280,1.8
82727,280,0.3
200,281,0.3
215,281,0.3
230,281,0.3
11326,281,0.3
82741,281,2.6
82816,281,0.3
215,282,0.3
11326,282,0.3
81699,282,2.1
82741,282,1.9
215,284,0.3
81699,284,0.6
81835,284,0.3
82049,285,1.1
82742,285,0.6
201,286,2.4
215,286,2.7
230,286,0.3
72484,286,0.3
82756,286,0.6
201,287,0.9
82644,287,0.3
82742,288,7.4
201,289,4.2
215,289,0.6
81753,289,0.3
82594,289,0.3
82756,289,0.3
82774,289,0.3
82823,289,0.3
201,291,0.6
215,291,0.3
81699,291,0.3
82644,291,2.5
82748,291,0.3
201,292,2.4
208,292,0.3
215,292,0.8
81699,292,2.6
201,293,5.1
215,293,2.3
81699,293,0.3
81746,293,1.9
81753,293,0.3
82049,293,0.6
215,294,1.2
81753,294,0.3
82049,294,0.8
82756,294,0.6
82792,294,0.3
201,295,0.6
81699,295,0.9
81753,295,0.3
82759,295,2.7
82763,295,1.2
82765,295,1.2
82766,295,0.6
82776,296,0.3
82823,297,0.6
82049,299,1.2
81753,302,0.3
82823,302,0.3
81753,303,0.3
81835,303,0.3
82756,303,0.3
82816,303,0.3
82767,305,0.3
81753,306,0.6
82631,307,1.1
82792,308,2.0
82768,317,1.4
82753,321,0.3
82868,321,0.3
82629,325,0.3
82629,327,0.3
82629,328,0.3
82500,4,0.8
82500,6,0.8
81744,11,1.6
82637,45,1.6
72799,77,0.8
72624,81,0.8
72624,83,0.8
80782,121,0.8
82652,159,0.8
82626,186,0.8
72456,205,0.8
72456,209,0.8
82624,225,0.8
72456,227,0.8
5532,258,0.8
82723,262,0.8
82493,268,0.8
81746,269,0.8
5603,271,0.8
39593,272,0.8
82742,289,0.8
82758,295,0.8
82782,298,0.8
82782,299,0.8
82792,300,0.8
82818,305,0.8
82792,306,0.8
209,243,0.5
81753,14,0.5
81753,39,0.5
81753,47,0.5
81753,96,0.5
81753,180,0.5
81753,181,0.5
81835,279,0.5
81835,287,0.5
81835,321,0.5
81835,328,0.5
